Date,Price
2024-02-17 16:00:00,2756.0
2024-02-17 17:00:00,2768.99
2024-02-17 18:00:00,2769.73
2024-02-17 19:00:00,2775.37
2024-02-17 20:00:00,2780.17
2024-02-17 21:00:00,2786.78
2024-02-17 22:00:00,2786.11
2024-02-17 23:00:00,2787.0
2024-02-18 00:00:00,2789.36
2024-02-18 01:00:00,2780.46
2024-02-18 02:00:00,2772.38
2024-02-18 03:00:00,2783.06
2024-02-18 04:00:00,2797.6
2024-02-18 05:00:00,2803.35
2024-02-18 06:00:00,2788.1
2024-02-18 07:00:00,2801.28
2024-02-18 08:00:00,2805.41
2024-02-18 09:00:00,2819.73
2024-02-18 10:00:00,2810.25
2024-02-18 11:00:00,2803.88
2024-02-18 12:00:00,2792.63
2024-02-18 13:00:00,2787.54
2024-02-18 14:00:00,2810.19
2024-02-18 15:00:00,2807.88
2024-02-18 16:00:00,2805.76
2024-02-18 17:00:00,2812.45
2024-02-18 18:00:00,2834.69
2024-02-18 19:00:00,2828.63
2024-02-18 20:00:00,2827.98
2024-02-18 21:00:00,2847.17
2024-02-18 22:00:00,2880.55
2024-02-18 23:00:00,2881.4
2024-02-19 00:00:00,2872.07
2024-02-19 01:00:00,2867.66
2024-02-19 02:00:00,2883.31
2024-02-19 03:00:00,2887.2
2024-02-19 04:00:00,2896.6
2024-02-19 05:00:00,2907.07
2024-02-19 06:00:00,2921.84
2024-02-19 07:00:00,2926.7
2024-02-19 08:00:00,2907.28
2024-02-19 09:00:00,2908.62
2024-02-19 10:00:00,2911.51
2024-02-19 11:00:00,2912.93
2024-02-19 12:00:00,2906.91
2024-02-19 13:00:00,2894.42
2024-02-19 14:00:00,2901.03
2024-02-19 15:00:00,2908.47
2024-02-19 16:00:00,2896.83
2024-02-19 17:00:00,2942.55
2024-02-19 18:00:00,2933.12
2024-02-19 19:00:00,2934.35
2024-02-19 20:00:00,2934.57
2024-02-19 21:00:00,2967.45
2024-02-19 22:00:00,2961.7
2024-02-19 23:00:00,2945.0
2024-02-20 00:00:00,2935.12
2024-02-20 01:00:00,2922.09
2024-02-20 02:00:00,2926.92
2024-02-20 03:00:00,2907.42
2024-02-20 04:00:00,2924.37
2024-02-20 05:00:00,2927.1
2024-02-20 06:00:00,2930.42
2024-02-20 07:00:00,2920.96
2024-02-20 08:00:00,2915.96
2024-02-20 09:00:00,2900.5
2024-02-20 10:00:00,2919.47
2024-02-20 11:00:00,2935.32
2024-02-20 12:00:00,2931.22
2024-02-20 13:00:00,2997.6
2024-02-20 14:00:00,2939.3
2024-02-20 15:00:00,2925.78
2024-02-20 16:00:00,2897.14
2024-02-20 17:00:00,2917.04
2024-02-20 18:00:00,2929.7
2024-02-20 19:00:00,2985.42
2024-02-20 20:00:00,2977.94
2024-02-20 21:00:00,2988.7
2024-02-20 22:00:00,2996.05
2024-02-20 23:00:00,3015.27
2024-02-21 00:00:00,3003.86
2024-02-21 01:00:00,3000.34
2024-02-21 02:00:00,3009.86
2024-02-21 03:00:00,3005.58
2024-02-21 04:00:00,2997.61
2024-02-21 05:00:00,2976.77
2024-02-21 06:00:00,2950.84
2024-02-21 07:00:00,2939.95
2024-02-21 08:00:00,2941.28
2024-02-21 09:00:00,2900.27
2024-02-21 10:00:00,2916.39
